QRVO,2024-02-27 15:36:49.089355,10971289000,None,-2.08,-0.0542
QCOM,2024-02-27 15:36:49.518473,175245476000,22.37,7.02,0.376
PWR,2024-02-27 15:36:49.911896,34234956000,47.13,5,0.129
DGX,2024-02-27 15:36:50.331588,13971224000,16.83,7.5,0.146
RL,2024-02-27 15:36:50.761916,11953448000,21.18,8.83,0.233
RJF,2024-02-27 15:36:51.185752,24801174000,14.85,7.99,0.168
RTX,2024-02-27 15:36:51.572161,119885726000,40.52,2.23,0.0498
O,2024-02-27 15:36:52.786318,45587902000,42.02,1.26,0.0283
REG,2024-02-27 15:36:53.236832,11183868000,29.52,2.04,0.0555
REGN,2024-02-27 15:36:53.634193,107801649000,28.21,34.81,0.163
RF,2024-02-27 15:36:54.047699,16750890000,8.64,2.11,0.124
RSG,2024-02-27 15:36:54.473861,58166940000,35.83,5.16,0.165
RMD,2024-02-27 15:36:54.895080,27070257000,30.47,6.04,0.217
RHI,2024-02-27 15:36:55.270971,8428293000,20.65,3.88,0.261
ROK,2024-02-27 15:36:55.684327,31834804000,26.46,10.5,0.318
ROL,2024-02-27 15:36:56.328666,20773183000,48.24,0.89,0.359
ROP,2024-02-27 15:36:56.738554,59597341000,43.68,12.75,0.0817
ROST,2024-02-27 15:36:57.216915,49772700000,29.33,5.04,0.392
RCL,2024-02-27 15:36:57.643334,30687640000,18.95,6.31,0.439
SPGI,2024-02-27 15:36:58.079383,136774853000,52.85,8.24,0.0743
CRM,2024-02-27 15:36:58.480943,290777530000,113.78,2.64,0.0441
SBAC,2024-02-27 15:36:58.898837,22975617000,46.7,4.56,0
SLB,2024-02-27 15:36:59.300441,69548728000,16.69,2.91,0.217
STX,2024-02-27 15:37:00.236833,18516582000,None,-3.51,0.221
SEE,2024-02-27 15:37:01.386475,5283469000,17.17,2.13,0.987
SRE,2024-02-27 15:37:02.387825,44883735000,16.51,4.32,0.101
NOW,2024-02-27 15:37:06.943313,160047596000,92.94,8.4,0.274
SHW,2024-02-27 15:37:14.015097,82067505000,34.83,9.26,0.701
SPG,2024-02-27 15:37:15.147853,56045785000,21.42,6.98,0.697
SWKS,2024-02-27 15:37:15.571856,16620244000,18.39,5.64,0.154
SNA,2024-02-27 15:37:16.033452,14296428000,14.46,18.75,0.216
SO,2024-02-27 15:37:16.473219,72213823000,18.3,3.62,0.11
LUV,2024-02-27 15:37:16.924167,20376111000,44.93,0.76,0.0439
SWK,2024-02-27 15:37:17.354307,13666143000,None,-1.88,-0.03
SBUX,2024-02-27 15:37:17.783891,106745700000,25.21,3.74,0
STT,2024-02-27 15:37:18.187059,22301583000,13.24,5.58,0.0794
STE,2024-02-27 15:37:18.596660,23093821000,41.15,5.68,0.0911
SYK,2024-02-27 15:37:19.095754,135005127000,43.09,8.24,0.18
SIVB,2024-02-27 15:37:19.675424,,,,
SYF,2024-02-27 15:37:20.211485,16216802000,7.68,5.19,0.167
SNPS,2024-02-27 15:37:20.602843,87818428000,63.68,9.04,0.225
SYY,2024-02-27 15:37:21.024788,40234623000,19.76,4.09,1.066
TMUS,2024-02-27 15:37:21.448015,195050209000,23.68,6.94,0.124
TROW,2024-02-27 15:37:21.863775,24823689000,14.3,7.76,0.184
TTWO,2024-02-27 15:37:22.282517,25646752000,None,-8.71,-0.161
TPR,2024-02-27 15:37:22.673060,10922409000,11.99,3.97,0.373
TGT,2024-02-27 15:37:23.078112,69318550000,19.13,7.85,0.309
TEL,2024-02-27 15:37:23.481970,44093407000,13.57,10.52,0.268
TDY,2024-02-27 15:37:23.922584,20111536000,23.06,18.48,0.102
TFX,2024-02-27 15:37:24.354544,10848365000,30.51,7.56,0.0845
TER,2024-02-27 15:37:24.766386,15637223000,37.42,2.73,0.18
TSLA,2024-02-27 15:37:25.180936,635047117000,46.26,4.31,0.274
TXN,2024-02-27 15:37:25.598079,149396013000,23.24,7.07,0.414
TXT,2024-02-27 15:37:25.995318,16579659000,18.81,4.57,0.131
COO,2024-02-27 15:37:26.395951,18781024000,64.29,1.47,0.04
HIG,2024-02-27 15:37:26.798009,28361245000,11.97,7.97,0.173
HSY,2024-02-27 15:37:27.217204,39531631000,21.42,9.05,0.503
MOS,2024-02-27 15:37:27.651008,10202762000,8.99,3.5,0.0982
TRV,2024-02-27 15:37:28.051117,50426049000,17.21,12.79,0.129
DIS,2024-02-27 15:37:28.459600,197627478000,66.1,1.63,0.039
TMO,2024-02-27 15:37:28.888784,218188136000,36.5,15.47,0.131
TJX,2024-02-27 15:37:29.296796,113090454000,28.03,3.54,0.658
TSCO,2024-02-27 15:37:29.712145,26192536000,24.03,10.1,0.528
TT,2024-02-27 15:37:30.116473,63993434000,31.74,8.88,0.315
TDG,2024-02-27 15:37:30.538341,66721444000,51.02,23.52,0
TRMB,2024-02-27 15:37:30.968406,15289282000,49.17,1.25,0.0728
TFC,2024-02-27 15:37:31.383314,47001002000,None,-1.09,-0.0175
TWTR,2024-02-27 15:37:31.779856,,,,
TYL,2024-02-27 15:37:32.171498,18593028000,113.06,3.89,0.0597
TSN,2024-02-27 15:37:32.589823,19321326000,None,-2.47,-0.0449
USB,2024-02-27 15:37:32.978556,64444260000,12.65,3.27,0.102
UDR,2024-02-27 15:37:33.683718,12452272000,26.13,1.34,0.096
ULTA,2024-02-27 15:37:34.112241,27015733000,22.58,24.64,0.626
UAA,2024-02-27 15:37:34.496585,3642172000,9.57,0.89,0.201
UA,2024-02-27 15:37:34.908690,3642981000,9.21,0.89,0.201
UNP,2024-02-27 15:37:35.293580,154054312000,24.15,10.46,0.473
UAL,2024-02-27 15:37:35.713949,14750836000,5.7,7.89,0.323
UPS,2024-02-27 15:37:36.098587,126729822000,19.06,7.8,0.361
URI,2024-02-27 15:37:36.528716,45071450000,19.01,35.28,0.319
UNH,2024-02-27 15:37:36.926228,487657439000,22.08,23.88,0.25
UHS,2024-02-27 15:37:37.330468,11214800000,17.28,9.51,0.112
VLO,2024-02-27 15:37:37.760013,48239809000,5.82,24.93,0.339
VTR,2024-02-27 15:37:38.196368,17293793000,None,-0.08,-0.003
VRSN,2024-02-27 15:37:38.599294,19832904000,24.88,7.9,0
VRSK,2024-02-27 15:37:39.321793,34859545000,46.48,5.23,0.735
VZ,2024-02-27 15:37:39.742733,170945626000,14.79,2.75,0.13
VRTX,2024-02-27 15:37:40.146054,111100846000,30.97,13.89,0.23
VFC,2024-02-27 15:37:40.558460,6026648000,None,-1.97,-0.282
VIAC,2024-02-27 15:37:40.963447,,,,
VTRS,2024-02-27 15:37:41.382133,16057584000,8.86,1.51,0.0915
V,2024-02-27 15:37:41.768870,582534300000,32.67,8.68,0.469
VNO,2024-02-27 15:37:42.160779,5255512000,110.22,0.23,0.0051
VMC,2024-02-27 15:37:42.603354,34690482000,37.03,7.05,0.131
WRB,2024-02-27 15:37:43.084628,21850278000,16.87,5.05,0.194
GWW,2024-02-27 15:37:43.547932,47829004000,26.58,36.25,0.616
WAB,2024-02-27 15:37:43.978524,24481337000,30.46,4.54,0.0798
WBA,2024-02-27 15:37:44.693802,18140078000,31.87,0.66,0.0004
WMT,2024-02-27 15:37:45.104785,479946244000,31.2,1.91,0.186
WM,2024-02-27 15:37:45.485324,83552469000,36.76,5.66,0.331
WAT,2024-02-27 15:37:45.939686,19336303000,30.2,10.83,0.776
WEC,2024-02-27 15:37:46.356177,24156271000,18.14,4.22,0.112
WFC,2024-02-27 15:37:46.784666,193646838000,11.21,4.83,0.103
WELL,2024-02-27 15:37:47.234955,52257137000,133.13,0.69,0.015
WST,2024-02-27 15:37:47.626206,26933094000,46.75,7.86,0.213
WDC,2024-02-27 15:37:48.040234,18600090000,None,-7.26,-0.197
WU,2024-02-27 15:37:48.432560,4524955000,7.68,1.68,1.308
WRK,2024-02-27 15:37:48.834103,11189628000,None,-6.71,-0.158
WY,2024-02-27 15:37:49.251056,24351412000,29.03,1.15,0.08
WHR,2024-02-27 15:37:49.662665,5866012000,12.31,8.72,0.194
WMB,2024-02-27 15:37:50.101758,42245558000,12.96,2.68,0.235
WLTW,2024-02-27 15:37:50.479688,,,,
WYNN,2024-02-27 15:37:50.908544,11764455000,16.48,6.32,-5.61
XEL,2024-02-27 15:37:51.510246,32937404000,18.48,3.21,0.103
XLNX,2024-02-27 15:37:51.887734,,,,
XYL,2024-02-27 15:37:53.039117,30352208000,45.03,2.79,0.089
YUM,2024-02-27 15:37:53.437912,38914396000,24.74,5.59,0
ZBRA,2024-02-27 15:37:53.834098,14287112000,48.53,5.73,0.103
ZBH,2024-02-27 15:37:54.270665,26592831000,26.08,4.88,0.0836
ZION,2024-02-27 15:37:54.680047,5782411000,8.97,4.35,0.129
ZTS,2024-02-27 15:37:55.077431,90218111000,38.94,5.06,0.498
